"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13"
"1",abs47.txt, university of northcarolina at chapel hill, university of michigan, university of north carolina at chapelhill, university ofnorth carolina at chapel hill,university of north carolina at chapel hill, east carolina university, university of miami, washington university school of medicine, university of tennessee health science center, university of north carolina at greensboro,university of north carolina at chapel hill, university of north carolina at chapel hill
