"","V1","V2","V3","V4","V5","V6","V7"
"1",abs316.txt, university of north carolina gillings school ofglobal public health, university of north carolina gillings school ofglobal public health, mayo clinic, university of north carolina, michigan stateuniversity, university of north carolina
