"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13"
"1",abs78.txt, university of british columbiayewang@bccrc, university of british columbia, british columbia cancer agency, british columbia cancer research centre, british columbia cancer researchcentre, university of north carolinaat chapel hill, translational genomics researchinstitute (tgen), british columbia cancer research centre, hannover medical school, university of british columbia, brtish columbia cancer agency, university of britishcolumbia
