"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"1",abs115.txt,NOT DETECTED / OTHER: department of obstetrics & gynecology, cambridge health alliance, cambridge,ma,university of north carolina,NOT DETECTED / OTHER: department of biostatistics, synteract, inc., morrisville, nc,orth carolina central university,ast carolina university,NOT DETECTED / OTHER: american sexual health association, research triangle park, nc,university of north carolina, university of north carolina, university of north carolina school ofmedicine
