"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111","V112","V113","V114","V115","V116","V117","V118","V119","V120","V121","V122","V123","V124","V125","V126","V127","V128","V129","V130","V131"
"1","abs340.txt","loss","of","the","short","arm","chromosome","3","(3p)","occurs","early","in",">95%","clear","cellrenal","cell","carcinoma","(ccrcc)","","nearly","ubiquitous","3p","ccrcc","suggestshaploinsufficiency","for","tumor","suppressors","as","drivers","tumorigenesis","wepreviously","reported","methyltransferase","setd2","which","trimethylates","h3","histones","onlysine","36","(h3k36me3)","and","is","located","deletion","to","also","trimethylatemicrotubules","on","lysine","40","(αtubk40me3)","during","mitosis","with","αtubk40me3","requiredfor","genomic","stability","we","now","show","that","monoallelic","setd2-deficient","cellsretaining","h3k36me3","but","not","exhibit","a","dramatic","increase","mitoticdefects","micronuclei","count","increased","viability","compared","biallelicloss","setd2-inactivated","human","kidney","cells","rescue","pathogenic","setd2mutant","deficient","microtubule","histone","(h3k36me3)methylation","replicated","this","phenotype","instability","(micronuclei)","wasalso","hallmark","patient-derived","from","these","data","thesetd2","suppressor","displays","haploinsufficiency","disproportionatelyimpacting","methylation","serves","an","driver","genomicinstability","significance","single","allele","chromatin","modifier","plays","arole","promoting","oncogenesis","underscoring","growing","relevance","tumorsuppressor","cancer","res","78(12)","3135-46","©2018","aacr"
