"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105"
"1","abs317.txt","high-grade","urothelial","cancer","contains","intrinsic","molecular","subtypes","that","exhibitdifferences","in","underlying","tumor","biology","and","can","be","divided","into","luminal-like","andbasal-like","","we","describe","here","the","first","subtype-specific","murine","models","ofbladder","show","upk3a-creert2","trp53l/l","ptenl/l","rosa26lsl-luc(uppl","luminal-like)","bbn","(basal-like)","tumors","are","more","faithful","to","humanbladder","than","widely","used","mb49","cells","following","engraftment","intoimmunocompetent","c57bl/6","mice","were","responsive","pd-1","inhibitionthan","uppl","responding","within","model","showed","differences","inimmune","microenvironment","composition","including","increased","ratios","of","cd8+","cd4+","andmemory","regulatory","t","finally","predicted","confirmed","immunogenicity","oftumor","neoantigens","each","these","will","a","valuableresource","for","future","studies","examining","bladder","andimmunotherapy","significance","this","work","establishes","human-relevant","mouse","res","78(14)","3954-68","©2018","aacr"
