"","V1","V2","V3","V4","V5","V6","V7","V8"
"1",abs156.txt, kanazawa university ,university of north carolina at chapel hill ,okyo university of pharmacy and life sciences ,NOT DETECTED / OTHER: nih special volunteer , wayne , pennsylvania 19087 , united states, national cancer institute , national cancerinstitute , china medical universityand hospital 
