"","V1","V2","V3","V4","V5","V6","V7","V8"
"1",abs79.txt, the ohio stateuniversity , beaumont hospital oakwood campus , wayne state university , the ohio state university , university of north carolina school of globalpublic health , university of california at berkeley , wayne stateuniversity 
