"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"1",abs293.txt, university of north carolina at chapel hill, johns hopkins university, university of north carolina at chapel hill, northwestern university, university of north carolina at chapel hill, the ohio state university,niversity of california, johns hopkins university, university of north carolina at chapel hill
