"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"1",abs380.txt, universityof north carolina at chapel hill, university of north carolina at chapel hill, university of north carolina at chapelhill, university of north carolina at chapel hill, universityof north carolina at chapel hill, university of north carolina at chapel hill, university of north carolina at chapel hill, north carolina stateuniversity, university of northcarolina at chapel hill
