"","V1","V2","V3","V4","V5","V6"
"1",abs236.txt, the university of north carolina at chapel hill schoolof medicine, the university of north carolinaat chapel hill school of medicine, the university of north carolina atchapel hill school of medicine, the university of north carolina at chapel hillschool of medicine, the university of north carolina at chapel hill schoolof medicine
