"","V1","V2","V3","V4","V5","V6","V7","V8","V9"
"1",abs382.txt, university of north carolina school ofmedicine, university of north carolinahospitals, university of florida hospitals, university of florida hospitals, university of northcarolina school of medicine, university oftennessee health science center, university of northcarolina school of medicine,NOT DETECTED / OTHER: rex unc healthcare, raleigh, north carolina.
