"","V1","V2","V3","V4","V5","V6"
"1",abs262.txt, tufts university, brigham and women's hospital and harvardmedical school,NOT DETECTED / OTHER: 3 interleukin genetics, waltham, ma, usa, university of north carolina, tuftsuniversity
