"","V1","V2","V3","V4","V5","V6","V7","V8","V9"
"1",abs195.txt, university of cincinnaticollege of medicine, university of miamileonard m miller school of medicine, university of wisconsinschool of medicine and public health, university of northcarolina school of medicine, university of louisvilleschool of medicine, northwestern universityfeinberg school of medicine, vanderbilt universitymedical center, emory university
