"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"1",abs58.txt, washingtonuniversity in st,university of north carolina-chapel hill,university of north carolina-chapel hill, university of north carolina-chapelhill, university ofnorth carolina-chapel hill, roswell park cancer institute, university of buffalo school of medicine andbiotechnology, louisiana state university health science center, washingtonuniversity in st
