"","V1","V2","V3","V4","V5","V6","V7","V8"
"1",abs56.txt,university of south carolina,university of arkansas for medical sciences, university of california los angeles, university of north carolina at chapelhill, louisiana state university health sciences center, university of north carolina at chapel hill,university of south carolina
