"","V1","V2","V3","V4","V5","V6","V7","V8","V9"
"1",abs9.txt, university of cincinnati college of medicine, university of wisconsin school of medicine and publichealth, emory university school of medicine, university of miami miller school of medicine, university of north carolina, university of louisville college of medicine, northwestern university feinberg school of medicine, university of cincinnati college of medicine
