"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11"
"1",abs140.txt, unc school of medicine, university of north carolina at chapelhill, vanderbilt university medical center,university of north carolina at chapel hill, rutgers university,NOT DETECTED / OTHER: department of urology,NOT DETECTED / OTHER: division of hematology/oncology, department of medicine,NOT DETECTED / OTHER: department of genetics,NOT DETECTED / OTHER: department of biochemistry and biophysics, and, unc school ofmedicine
