"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"1",abs122.txt, university of oslo, university of oslo, university of oslo, university of oslo, university of oslo, university of oslo, university of north carolina at chapel hill, university of oslo, university of oslo
