"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11"
"1",abs210.txt, university of north carolina, university of north carolina, duke university,niversity of utah,ana farber cancer institute,emorial sloan kettering cancer center,ational cancer institute,lliance statistics and data center,he research institute at nationwide children's hospital, university of north carolina
