"","V1","V2","V3","V4","V5","V6"
"1",abs373.txt, university of northcarolina, university of northcarolina, university of north carolina,niversity of pittsburgh,NOT DETECTED / OTHER: peregrine pharmaceuticals, inc, tustin, ca.
