"","V1","V2","V3","V4","V5","V6","V7"
"1",abs30.txt,niversity of north carolina school of medicine,niversity of north carolina school of medicine,niversity of texas southwestern medical center,illings school of global public health,NOT DETECTED / OTHER: gi quality improvement consortium,ake forest school of medicine
