"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"1",abs135.txt, national cancer institute,university of latvia,university of latvia,university of latvia,university of latvia, university of north carolina, university medical center utrecht,university of latvia, national cancer institute
