"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14"
"1",abs365.txt,NOT DETECTED / OTHER: division of infectious diseases, weill cornell medicine, new york, new york,enter for biostatistics in aids research, icahn school of medicine at mount sinai, national institutes of allergy and infectious diseases, baylor college of medicine,NOT DETECTED / OTHER: social & scientific systems, inc., silver spring, maryland, university of northcarolina at chapel hill, university of washington, university of washington, university of washington, washington university school of medicine,NOT DETECTED / OTHER: merck and company, inc., west point, university of pittsburgh
