"","V1","V2","V3","V4","V5","V6","V7","V8"
"1",abs367.txt, university ofsouth carolina, university ofsouth carolina,university of north carolina at charlotte, university ofsouth carolina,NOT DETECTED / OTHER: fairfield behavioral health services, winnsboro, south carolina, clemson university, university of massachusettsmedical school
