"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11"
"1",abs76.txt, university of washington school of medicine, kaiser permanente washington health research institute, dartmouth institute for health policy & clinical practice, massachusetts general hospital, university of north carolina, brigham and women's hospital, university of california, university of vermont, university of illinois at chicago, university of california
