"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12"
"1",abs209.txt,niversity of colorado,d anderson cancer center,hio state university,utgers cancer institute of new jersey,ashington university school of medicine,niversity of north carolina,niversity of pittsburgh,rincess margaret hospital,olorado state university,niversity of texas at austin dell medical school,niversity of colorado
