"","V1","V2","V3","V4","V5","V6","V7","V8","V9"
"1",abs94.txt, emory university, emory university, geisel school of medicine at dartmouth, geisel school of medicine at dartmouth,niversity of north carolina school of medicine,emory university,NOT DETECTED / OTHER: consultants in gastroenterology, west columbia, south carolina, emory university
