"","V1","V2","V3","V4","V5","V6"
"1",abs93.txt,he university of arizona cancer center,niversity of north carolina medical center,niversity of chicago medicine,NOT DETECTED / OTHER: amgen inc., thousand oaks, ca, usa,ary crowley cancer research center
