"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11"
"1",abs14.txt, university of arkansas, university of arkansas, university of north carolina, university of arkansas, university of north carolina, university of arkansas, university of arkansas, university of north carolina, university of arkansas, university of north carolina
