"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13"
"1",abs267.txt, chan school of public health, university ofthe witwatersrand, university of north carolina at chapelhill, helen joseph hospital, helen joseph hospital,university of north carolina,NOT DETECTED / OTHER: national health laboratory service, johannesburg, south africa, university of thewitwatersrand, bostonuniversity, university of washington,NOT DETECTED / OTHER: path, seattle, wa,NOT DETECTED / OTHER: global coalition against cervical cancer, arlington, va.
