"","V1","V2","V3","V4","V5","V6"
"1",abs92.txt, capitalmedical university beijing, university of north carolina at chapel hillchapel hill, capital medical university beijing, university of north carolina at chapelhill chapel hill,NOT DETECTED / OTHER: oncoceutics philadelphia, pa, usa.
