"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11"
"1",abs327.txt, university of north carolina school ofmedicine, rutgers cancer institute of new jersey, rutgers robert wood johnson medical school, washington university school of medicine,utgers school of public health, washington university school of medicine, rutgers cancer institute of new jersey, jacobi medical center, university of colorado, washington university school of medicine
