"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"1",abs164.txt, university of north carolina at chapel hill,ex hospital raleigh radiation oncology,NOT DETECTED / OTHER: unc health care clayton radiation oncology, clayton, nc, university of virginia,NOT DETECTED / OTHER: high point regional radiation oncology, high point, nc, georgetown university school of medicine,ew hanover regional medical center radiation oncology, university of north carolina at chapel hill, university of north carolina at chapel hill
