"","V1","V2","V3","V4","V5","V6","V7","V8","V9"
"1",abs213.txt, yale university school of medicine, yale university school of medicine, yaleuniversity school of medicine, university of north carolina at chapelhill, university of north carolina atchapel hill, yale university school of medicine, yale university school ofmedicine, yale school of public health
