"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12"
"1",abs392.txt, duke university medical center, duke university school of medicine, xi'an jiaotong university college of medicine, fourth military medicaluniversity, duke university medical center, duke university medical center, washington universityschool of medicine,university of north carolina at chapel hill, the university of texas m, the university of texas m, duke university school of medicine
