"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12"
"1",abs150.txt,niversity of north carolina lineberger comprehensive cancer center,anderbilt-ingram cancer center,niversity of north carolina lineberger comprehensive cancer center,niversity of north carolina lineberger comprehensive cancer center,niversity of north carolina lineberger comprehensive cancer center,niversity of north carolina lineberger comprehensive cancer center,anderbilt-ingram cancer center,niversity of north carolina lineberger comprehensive cancer center,niversity of washington/seattle cancer care alliance,niversity of north carolina lineberger comprehensive cancer center,est cancer center at the university of tennessee
