"","V1","V2","V3","V4","V5"
"1",abs39.txt, the university oftexas md anderson cancer center ,NOT DETECTED / OTHER: b anesthesiology and surgical oncology research group , houston , tx , usa, the university of texas md anderson cancercenter , university of north carolina school ofmedicine 
