"","V1","V2","V3","V4","V5","V6","V7","V8"
"1",abs423.txt, new york presbyterian hospital, northwestern university feinberg school of medicine, weill cornell medical college, dana-farber cancer institute, university of north carolina, university of chicago medicine, new york presbyterian hospital
