"","V1","V2","V3","V4","V5","V6","V7","V8"
"1",abs404.txt, mayo clinic, case western reserveuniversity, university of california san diego, university of colorado anschutzmedical campus, university of north carolina atchapel hill, university of washington, mayo clinic
