"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12"
"1",abs59.txt, usa; temple university, fox chase cancer center,university of north carolina, fox chase cancer center, fox chase cancer center, fox chase cancer center, fox chase cancer center, national cancer institute, fox chase cancer center, fox chase cancer center, fox chase cancer center
