"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"1",abs360.txt, university of north carolina at chapel hill, trinity translationalmedicine institute, chan school of public health, duke university school ofmedicine,amuel oschin comprehensive cancer institute, university of illinois at chicago,NOT DETECTED / OTHER: research and development, glaxosmithkline, inc., king of prussia,pennsylvania, washington university, veterans affairs medical center
