"","V1","V2","V3","V4","V5","V6","V7","V8"
"1",abs424.txt, northwestern university feinberg school of medicine, san diego state university/university of california, san diego state university, university of north carolina at chapel hill, university of york, albert einstein college of medicine, south bay latino research center
