"","V1","V2","V3","V4","V5","V6","V7"
"1",abs187.txt, university of california losangeles david geffen school of medicine,university of north carolina at chapel hill, university of california losangeles,NOT DETECTED / OTHER: andor technology, university of california los angeles davidgeffen school of medicine, university of california losangeles david geffen school of medicine; dshackelford@mednet
