"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21"
"1",abs241.txt, university of miami,university of miami, mayo clinic, university of miami, university of north carolina at chapel hill, university of texashealth science center at san antonio, university of michigan, university of minnesota, university of virginia health science center, university of chicago, ohio state university, vanderbilt university medical center, loyola university medical center, university of washington,brigham and women's hospital,NOT DETECTED / OTHER: cancer research and biostatistics, seattle, wa, usa, oklahoma university of oklahoma, university of california at irvine, stanford university, university of texashealth science center at san antonio
