"","V1","V2","V3","V4","V5","V6","V7","V8"
"1",abs141.txt,utgers cancer institute of new jersey, rutgers university,anderbilt-ingram cancer center,utgers robert wood johnson medical school, university ofnorth carolina, vanderbiltuniversity medical center, rutgers university
