"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13"
"1",abs300.txt, kumamoto university, national institute of health sciences biological safetycenter, kumamoto university, kumamotouniversity graduate school of medicine, sugiyama jogakuen university school of lifestudies, kumamoto university, university of northcarolina, fujita health university school ofmedicine, kumamotouniversity,kumamoto university, university of north carolina, kumamoto university
