"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11"
"1",abs402.txt, university of north carolina at chapel hill, university of north carolina at chapelhill, mayo clinic college of medicine, mayo clinic college of medicine, mayo clinic collegeof medicine, national cancer institute, mayo clinic collegeof medicine, university of north carolina at chapel hill, university of north carolina at chapelhill, university of north carolinaat chapel hill
