"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13"
"1",abs343.txt, university of north carolina at chapel hill, trinity translationalmedicine institute, chan school of public health, university of north carolina at chapelhill, university of south carolina, university of north carolina at chapel hill, university of california los angeles,university of arkansas for medical sciences, louisiana state university health sciences center, roswell park comprehensive cancer center, university of north carolina at chapel hill, university of north carolina at chapel hill
