"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"1",abs168.txt, university of kansas, southwest medical university, southeast university,NOT DETECTED / OTHER: protein production group, nih cobre in protein structure and function,lawrence, usa, university of kansas, fox chase cancer center, university of north carolina, university of kansas, university of kansas cancer center
