"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111","V112","V113","V114","V115","V116","V117","V118","V119","V120","V121","V122","V123","V124","V125","V126","V127","V128","V129","V130","V131","V132","V133","V134","V135","V136","V137","V138","V139","V140","V141","V142"
"1","abs177.txt","tumor","antigen","heterogeneity","limits","success","of","chimeric","receptor","(car)t-cell","therapies","","embryonal","carcinomas","(ec)","and","mixed","testicular","germ","cell","tumors(tgct)","containing","ec","which","are","the","most","aggressive","tgct","subtypes","useful","fordissecting","this","issue","as","ecs","express","cd30","but","also","contain","cd30-/dimcells","we","found","that","cd30-redirected","car","t","cells","(cd30","cells)","exhibitantitumor","activity","in","vitro","against","human","lines","tera-1","tera-2","andnccit","putative","stem","identified","by","hoechst","dye","staining","cytolyticactivity","was","complemented","their","sustained","proliferationand","proinflammatory","cytokine","production","demonstratedantitumor","an","vivo","xenograft","nod/scid/γcnull","(nsg)","mouse","model","ofmetastatic","observed","while","targeting","cd30+","tumorcells","through","(i","e","antigen-dependent","targeting)","eliminatedsurrounding","cd30-","antigen-independent","manner","via","a","cell-cellcontact-dependent","fas/fasl","interaction","addition","ectopic","fas","(cd95)expression","fas-","sufficient","to","improve","t-cell","antitumoractivity","overall","these","data","suggest","might","be","animmunotherapy","for","additionally","between","andcar","can","exploited","reduce","escape","due","heterogeneous","antigenexpression","or","antitumor","cancer","immunol","res","6(10)","1274-87","©2018","aacr"
