"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11"
"1",abs396.txt, university of north carolina at chapel hill,ineberger comprehensive cancer center, university of north carolina at chapel hill, university of north carolina atchapel hill, duke university school of medicine, north carolina state university, virginia tech carilion school ofmedicine, duke university school of medicine, cedars-sinai medical center, university ofwisconsin-madison
