"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12"
"1",abs51.txt,NOT DETECTED / OTHER: curriculum in bioinformatics and computational biology,enter for gastrointestinal biology and disease, university of north carolina(unc) at chapel hill, cornelluniversity,NOT DETECTED / OTHER: department of surgery and,NOT DETECTED / OTHER: department of genetics, unc at chapel hill, chapel hill, north carolina, usa, and north carolina state university,NOT DETECTED / OTHER: department of pathology and laboratory medicine,NOT DETECTED / OTHER: department of pediatrics,ineberger comprehensive cancer center,NOT DETECTED / OTHER: department of biology, unc at chapel hill, chapel hill, north carolina, usa.
