"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14"
"1",abs43.txt, third military medical university,huazhong university of science and technology, third military medical university, duke university medical center, institute of basic medical sciences, third military medical university, university of london, university ofnorth carolina at chapel hill, university of north carolina at chapelhill, duke university medical center, third military medical university, third military medical university, third militarymedical university
