"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"1",abs53.txt,eorgetown university school of medicine,ashington university school of medicine,ohns hopkins bloomberg school of public health,niversity of north carolina school of medicine,mory university school of medicine,niversity of southern california,niversity of california,aimonides medical center,lbert einstein college of medicine
