"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15"
"1","abs299.txt","comment","inn","engl","j","med","","2018","oct","25","379(17)","1680-1","n","1681","1681-2"
