"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111","V112","V113","V114","V115","V116","V117","V118","V119","V120","V121","V122","V123","V124","V125","V126","V127","V128","V129","V130","V131","V132","V133","V134","V135","V136","V137","V138","V139","V140","V141","V142","V143","V144","V145","V146","V147","V148","V149","V150","V151","V152","V153","V154","V155","V156"
"1","abs21.txt","the","cancer/testes","(ct)","antigen","hormad1","is","germ","cell-restricted","and","playsdevelopmental","roles","in","generation","processing","of","meiotic","dna","double","strandbreaks","(dsb)","","many","tumors","aberrantly","overexpress","yet","potential","impactof","this","ct","on","cancer","biology","unclear","we","tested","a","role","ofhormad1","genome","maintenance","lung","adenocarcinoma","cells","show","that","hormad1re-distributes","to","nuclear","foci","co-localizes","with","dsb","marker","γh2ax","inresponse","ionizing","radiation","(ir)","chemotherapeutic","agents","horma","domainand","c-term","disordered","oligomerization","motif","are","necessary","for","localization","ir-induced","(irif)","hormad1-depleted","sensitive","ir","andcamptothecin","reporter","assays","homologous","recombination","(hr)-mediated","repairof","targeted","isce1-induced","dsbs","attenuated","innon-homologous","end","joining","(nhej)","hormad1-depletion","does","notaffect","repair","early","signaling","events","(including","atmphosphorylation","formation","53bp1","nbs1","foci)","intact","inhormad1-depleted","however","rpa-ssdna","redistributionof","rad51","compromised","suggesting","thathormad1","promotes","resection","hormad1-mediated","hr","neomorphic","activity","thatis","independent","its","partners","hormad2","ccdc36","bioinformatic","analysis","tcga","data","similar","known","pathway","geneshormad1","overexpressed","adenocarcinomas","overexpression","genes","isassociated","specific","mutational","profiles","copy","number","variation)","taken","together","identify","hormad1-dependent","as","new","mechanism","ofradioresistance","probable","determinant","mutability"
