"","V1","V2","V3","V4","V5","V6"
"1",abs193.txt, max planck institute of molecularphysiology, university of north carolina,NOT DETECTED / OTHER: faculty of chemistry and chemical biology, tu dortmund, otto-hahn-str. 6,44227 dortmund, germany, university of zurich, max planck institute of molecularphysiology
