"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"1",abs257.txt, university of north carolina at chapelhill, university of tennessee,arolinas medical center,NOT DETECTED / OTHER: md anderson orlando, orlando, fl, usa,niversity of alabama,niversity of chicago,niversity of virginia,anderbilt university, university of north carolina at chapelhill
