"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11"
"1",abs119.txt, the geisel school of medicine atdartmouth college, the geisel school of medicine atdartmouth college,orris cotton cancer center, new york university school of medicine, university of north carolina, memorial sloan kettering cancer center, the geisel school of medicine atdartmouth college, university ofnew mexico, baylor college of medicine, the geisel school of medicine atdartmouth college
