"","V1","V2","V3","V4","V5","V6","V7","V8"
"1",abs304.txt, university ofcolorado school of medicine, university of northcarolina at chapel hill,niversity of colorado school of medicine, university of northcarolina at chapel hill, university of north carolina at chapelhill, duke school ofmedicine, university of northcarolina at chapel hill
