"","V1","V2","V3","V4","V5","V6","V7","V8"
"1",abs291.txt, university of northcarolina,university of north carolina, penn state college of medicine,NOT DETECTED / OTHER: penn state cancer institution, hershey, pennsylvania, university of north carolina,nc lineberger comprehensive cancer center,university of north carolina
