"","V1","V2","V3","V4","V5","V6","V7"
"1",abs217.txt, university of north carolina atgreensboro,NOT DETECTED / OTHER: current address: department of natural products, instituto de química,universidad nacional autónoma de méxico, ciudad de méxico, méxico,jordan university of science and technology,NOT DETECTED / OTHER: los muros, rimont, france,epartment of cancer biology and comprehensive cancer center, university of northcarolina at greensboro
